30-3-2007 17:12;;;;

Landbouwer;gerrit;;;



Delta;Prijs;Product;Tendens;Bedrijf 1 Ronde 1
Delta;Prijs;Uitgaven;Tendens;Bedrijf 1 Ronde 1
Delta;Hoeveelheid;Product;Tendens;bedrijf 1 ronde 1
Delta;Hoeveelheid;Uitgaven;Tendens;bedrijf 1 ronde 1





 ;;;;
Alea Rendement;     Bedrijf 1 Ronde 1;;;;;;;;;;;

Product;Categorie;Basis;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
P Kunstmest;Wintertarwe; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Witlof; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Witte bonen; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Witte kool; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Zaaikl. verhuurd €1000; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Zaaikl. verhuurd €2000; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Zaaikl. verhuurd €3000; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Zomergerst; ; ; ; ; ; ; ; ; ; ; 
P Kunstmest;Zomertarwe; ; ; ; ; ; ; ; ; ; ; 
krachtvoer;Melkkoeien;25;25;25;25;25;25;25;25;25;25;25
natte bijproducten;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
melkproducten;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
ruwvoer;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
diergezondheid;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
veeverbetering;Melkkoeien;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
Voederbieten;Voederbieten;1;1;1;1;1;1;1;1;1;1;1
Waspeen;Waspeen;1;1;1;1;1;1;1;1;1;1;1
Wintergerst;Wintergerst;1;1;1;1;1;1;1;1;1;1;1
Winterpeen;Winterpeen;1;1;1;1;1;1;1;1;1;1;1
Wintertarwe;Wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Witlof;Witlof;1;1;1;1;1;1;1;1;1;1;1
Witte bonen;Witte bonen;1;1;1;1;1;1;1;1;1;1;1
Witte kool;Witte kool;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €1000;Zaaikl. verhuurd €1000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €2000;Zaaikl. verhuurd €2000;1;1;1;1;1;1;1;1;1;1;1
Zaaikl.verhuurd. €3000;Zaaikl. verhuurd €3000;1;1;1;1;1;1;1;1;1;1;1
Zomergerst;Zomergerst;1;1;1;1;1;1;1;1;1;1;1
Zomertarwe;Zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Asperges;Asperges;1;1;1;1;1;1;1;1;1;1;1
Bio cons. aardappelen;Bio cons. aardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio pootaardappelen;Bio pootaardappelen;1;1;1;1;1;1;1;1;1;1;1
Bio bruine bonen;Bio bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Bio stamslabonen;Bio stamslabonen;1;1;1;1;1;1;1;1;1;1;1
Bio tuinbonen;Bio tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Bio doperwten;Bio doperwten;1;1;1;1;1;1;1;1;1;1;1
Bio wintergerst;Bio wintergerst;1;1;1;1;1;1;1;1;1;1;1
Bio zomergerst;Bio zomergerst;1;1;1;1;1;1;1;1;1;1;1
Bio haver;Bio haver;1;1;1;1;1;1;1;1;1;1;1
Bio wintertarwe;Bio wintertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio zomertarwe;Bio zomertarwe;1;1;1;1;1;1;1;1;1;1;1
Bio knolselderij;Bio knolselderij;1;1;1;1;1;1;1;1;1;1;1
Bio winterpeen;Bio winterpeen;1;1;1;1;1;1;1;1;1;1;1
Bio zaaiuien;Bio zaaiuien;1;1;1;1;1;1;1;1;1;1;1
Bio luzerne;Bio luzerne;1;1;1;1;1;1;1;1;1;1;1
Bio suikerbieten;Bio suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Bio kroten;Bio kroten;1;1;1;1;1;1;1;1;1;1;1
Bio witlofwortel;Bio witlofwortel;1;1;1;1;1;1;1;1;1;1;1
Blauwmaanzaad;Blauwmaanzaad;1;1;1;1;1;1;1;1;1;1;1
Tulpen;Tulpen;1;1;1;1;1;1;1;1;1;1;1
Braakland;Braakland;1;1;1;1;1;1;1;1;1;1;1
Braakland regio 2;Braakland regio 2;1;1;1;1;1;1;1;1;1;1;1
Bruine bonen;Bruine bonen;1;1;1;1;1;1;1;1;1;1;1
Cichorei;Cichorei;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen hoge norm;Consumptieaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen overig;Consumptieaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Consumptieaardappelrassen lage norm;Consumptieaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Conservenerwten;Conservenerwten;1;1;1;1;1;1;1;1;1;1;1
Zetmeelaardappelen;Zetmeelaardappelen;1;1;1;1;1;1;1;1;1;1;1
Geen;Geen;1;1;1;1;1;1;1;1;1;1;1
Grasland met beweiden;Grasland met beweiden;1;1;1;1;1;1;1;1;1;1;1
Grasland met volledig maaien;Grasland met volledig maaien;1;1;1;1;1;1;1;1;1;1;1
Graszaad. Engels raaigras. 1e jaars;Graszaad Engels raaigras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. roodzwenkgras. 1e jaars;Graszaad roodzwenkgras 1e jaars;1;1;1;1;1;1;1;1;1;1;1
Graszaad. rietzwenkgras;graszaad rietzwenkgras;1;1;1;1;1;1;1;1;1;1;1
Graszaad. veldbeemd;Graszaad veldbeemd;1;1;1;1;1;1;1;1;1;1;1
Graszaad. westerwolds;Graszaad westerwolds;1;1;1;1;1;1;1;1;1;1;1
Groene erwten;Groene erwten;1;1;1;1;1;1;1;1;1;1;1
Haver;Haver;1;1;1;1;1;1;1;1;1;1;1
Kapucijners;Kapucijners;1;1;1;1;1;1;1;1;1;1;1
Karwijzaad;Karwijzaad;1;1;1;1;1;1;1;1;1;1;1
Knolselderij;Knolselderij;1;1;1;1;1;1;1;1;1;1;1
Koolzaad;Koolzaad;1;1;1;1;1;1;1;1;1;1;1
Korrelmaïs;Korrelmaïs;1;1;1;1;1;1;1;1;1;1;1
Kunstweide;Kunstweide;1;1;1;1;1;1;1;1;1;1;1
Luzerne;Luzerne;1;1;1;1;1;1;1;1;1;1;1
Natuur. faunarand;Natuur faunarand;1;1;1;1;1;1;1;1;1;1;1
Natuur. akkerflora;Natuur akkerflora;1;1;1;1;1;1;1;1;1;1;1
Akkerbouw overig;Akkerbouw overig;1;1;1;1;1;1;1;1;1;1;1
Ov. tuinbouw;Ov. tuinbouw;1;1;1;1;1;1;1;1;1;1;1
Ui. zaaiui. overig;Ui en zaaiui en overig;1;1;1;1;1;1;1;1;1;1;1
Winterui. 2e jaars plantui;Winterui en 2e jaars plantui;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen hoge norm;Pootaardappelrassen hoge norm;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen overig;Pootaardappelrassen overig;1;1;1;1;1;1;1;1;1;1;1
Pootaardappelrassen lage norm;Pootaardappelrassen lage norm;1;1;1;1;1;1;1;1;1;1;1
Prei;Prei;1;1;1;1;1;1;1;1;1;1;1
Winterrogge;Winterrogge;1;1;1;1;1;1;1;1;1;1;1
Schorseneer;Schorseneren;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven met derogatie;Snijmaïs bedrijven met derogatie;1;1;1;1;1;1;1;1;1;1;1
Snijmaïs. bedrijven zonder derogatie;Snijmaïs bedrijven zonder derogatie;1;1;1;1;1;1;1;1;1;1;1
Spinazie;Spinazie;1;1;1;1;1;1;1;1;1;1;1
Spruitkool;Spruitkool;1;1;1;1;1;1;1;1;1;1;1
Stam-. stokboon. vers;Stam en stokboon vers;1;1;1;1;1;1;1;1;1;1;1
Suikerbieten;Suikerbieten;1;1;1;1;1;1;1;1;1;1;1
Triticale;Triticale;1;1;1;1;1;1;1;1;1;1;1
Tuinbonen;Tuinbonen;1;1;1;1;1;1;1;1;1;1;1
Valeriaan;Valeriaan;1;1;1;1;1;1;1;1;1;1;1
Veld- en tuinbonen. vers + rijp zaad;Veld en tuinbonen vers en rijp zaad;1;1;1;1;1;1;1;1;1;1;1
Vlas;Vlas;1;1;1;1;1;1;1;1;1;1;1
