//Le 19/08/10;modifié 853;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//;;;;;;
//AgriAtelierMargeFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
QRSortieValFrm;L_NouvEmpLT;Nouveaux Emprunts LT;New Loans LT?;Prestamos Nuevos LP?;Nieuwe Leningen LT;Novos emprestimos LP
//;;;;;;
//;;;;;;
//ResultatFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
ResultatFrm;L_Inconnu;    Inconnu;Unknown;Desconocido;Onbekend;Desconhecido
//;;;;;;
//SysUniteFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
SysUniteFrm;L_ErrRatio21; ligne %d le ratio 2/1 n'est pas égal à 1;line %d : the ratio 2/1 is different from 1; línea %d el ratio 2/1 no es igual a 1; lijn %d is de ratio 2/1 niet gelijk aan 1; linha %d a razao 2/1 nao e igual a 1
SysUniteFrm;L_ErrRatio31; ligne %d le ratio 3/2 n'est pas égal à 1;line %d : the ratio 3/2 is different from 1; línea %d el ratio 3/2 no es igual a 1; lijn %d is de ratio 3/2 niet gelijk aan 1; linha %d a razao 3/2 nao e igual a 1
SysUniteFrm;L_ImpoChg_monnaie;Impossible de changer de monnaie  Provisoirement;Unable to change the currency  Temporarily;Imposible cambiar de moneda  Provisionalmente;Onmogelijk om te veranderen van valuta  voorlopig;Impossivel mudar de moeda  temporariamente
SysUniteFrm;L_Pas_UniteRegion;Pas d'Unité Région ligne %d ;No Unit Region at line %d ;No hay Unidad Región línea %d;Geen Eenheid Regio lijn %d ;Sem Unidade Regiao linha %d 
SysUniteFrm;L_PasMonnaie;Pas d'Unité Monétaire;No Currency Unit;No hay Unidad Monetaria;Geen Munteenheid;Sem unidade monetaria
SysUniteFrm;L_PasRatio21;Pas de Ratio 2/1 ligne %d ;No Ratio 2/1 at line %d ;No hay ratio 2/1 línea %d;Geen Ratio 2/1 lijn %d ;Sem Razao 2/1 linha %d 
SysUniteFrm;L_PasRatio31;Pas de Ratio 2/1 ligne %d ;No Ratio 2/1 at line %d ;No hay ratio 2/1 línea %d;Geen Ratio 2/1 lijn %d ;Sem Razao 2/1 linha %d 
SysUniteFrm;L_PasUniteAtelier;Pas d'Unité Atelier ligne %d ;No Unit Farming system at line %d ;No hay Unidad Actividad línea %d;Geen Eenheid Activiteit lijn %d ;Sem Unidade Atividade linha %d 
SysUniteFrm;L_PasUniteEntreprise;Pas d'Unité Entreprise ligne %d ;No Unit Farm at line %d ;No hay Unidad Empresa línea %d;Geen Eenheid Onderneming lijn %d ;Sem Unidade Fazenda linha %d 
SysUniteFrm;L_PlusMonnaie;Une seule Unité Monétaire possible !;Only One currency Unit allowed !;Solo es posible una unidad monetaria !;Één mogelijke Munteenheid!;Apenas uma unidade monetaria possivel!
SysUniteFrm;L_Ratio21Nul;Ratio 2/1 =0 !!ligne %d ;Ratio 2/1 =0 at line %d ;Ratio 2/1 =0 !!!línea %d;Ratio 2/1 = 0!!lijn %d ;Razao 2/1 =0 !!linha %d 
SysUniteFrm;L_Ratio31Nul;Ratio 2/1 =0 !!ligne %d ;Ratio 2/1 =0 at line %d ;Ratio 2/1 =0 !!!línea %d;Ratio 2/1 = 0!!lijn %d ;Razao 2/1 =0 !!linha %d 
SysUniteFrm;L_Titre1;1 Atelier;1 Activity;1 Actividad;1 Activiteit;1 Atividade
SysUniteFrm;L_Titre2;2 Entreprise;2 Farm;2 Empresa;2 Onderneming;2 Fazenda
SysUniteFrm;L_Titre3;3 Région;3 Region;3 Región;3 Regio;3 Regiao
SysUniteFrm;L_Titre4;ratio 2/1;ratio 2/1;ratio 2/1;ratio 2/1;razao 2/1
SysUniteFrm;L_Titre5;ratio 3/2;ratio 3/2;ratio 3/2;ratio 3/2;razao 3/2
SysUniteFrm;L_Titre6;Monnaie;Currency;Moneda;Munt;Moeda
//;;;;;;
//;;;;;;
//;;;;;;
//TForme01Frm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
TForme01Frm;L_BesTrav;Besoins en travail;Labour Requirement;Necesidades en trabajo;Behoeften aan arbeid;Necessidade de mao-de-obra
TForme01Frm;L_DispoT;Dispo par travailleur;Available per worker;Disponibilidad por trabajador;Beschikbaar per werknemer;Disponivel por trabalhador
TForme01Frm;L_HDispo;Heures disponibles;Hours available;Horas disponibles;Beschikbare uren;Horas disponiveis
TForme01Frm;L_HExces;Heures excedentaires;Hours in surplus;Horas excedentarias;Overuren;Horas excedentes
TForme01Frm;L_HManq;Heures manquantes;Hours missing;Horas que faltan;Ontbrekende uren;Horas faltando
TForme01Frm;L_TravDispo;travailleurs disponibles;Workers available;traajadores disponibles;beschikbare werknemers;trabalhadores disponiveis
TForme01Frm;L_TravNec;travailleurs nécessaires;Workers needed;trabajadores necesarios;vereiste werknemers;mao-de-obra necessaria
//;;;;;;
//;;;;;;
//;;;;;;
//TravCalFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
TravCalFrm;L_CalNonDef;le calendrier n'est pas complètement défini;Calendar not fully defined;El calendario no esta completamente definido;kalender wordt niet volledig bepaald;O calendario nao esta completamente definido?
TravCalFrm;L_PasCal;Aucun calendrier;No Calendar;Ningun calendario;Geen kalender;Nenhum calendario
TravCalFrm;L_PasPeriode;Aucun calendrier ne contient des périodes;No calendar contains periods;Ningun calendario contiene periodos;Geen enkele kalender bevat perioden;Nenhum calendario contem os periodos?
TravCalFrm;L_TotBesoinsTrav;Total des Besoins en travail;Total Labour Needs;Necesidades de trabajo totales;Totaal van de Behoeften in werk;Total de necessidade de mao de obra?
TravCalFrm;L_A_Executer;Voulez-vous continuer ?;Do you wish to continue?;¿Estás seguro?;Wilt u doorgaan?;Tem certeza?
//;;;;;;
//;;;;;;
//;;;;;;
//TresoCopieRepartFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
TresoCopieRepartFrm;L_NbVar; Nb Var;No Var;Cantidad Var?; Aantal Var; Nr Var
TresoCopieRepartFrm;L_NoVar; No Var; No Var;Nº Var?; No Var; No Var
TresoCopieRepartFrm;L_PasRep;N'a PAS de répartitions  !!;Has NO repartitions !!;No hay reparticiones !!;Heeft geen verdelingen!!;Nao ha reparticoes  !!
TresoCopieRepartFrm;L_RecopRep;COPIER REPARTITONS;COPY REPARTITIONS;COPIAR REPARTICIONES;REPARTITiONS KOPIËREN;COPIAR REPARTICOES
TresoCopieRepartFrm;L_RecopRepDe; Recopier les répartitions de  ;Copy Repartitions from;Copiar las reparticiones de ; De verdelingen herkopiëren van;Recopiar as repartcoes de
TresoCopieRepartFrm;L_Repart; Répartition;Repartition;Repartición; Verdeling;Repartcao
//;;;;;;
//;;;;;;
//;;;;;;
//TresoFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
TresoFrm;L_Aucun;Aucun élément;No item;Ningun elemento;Geen enkel element;Nenum item
TresoFrm;L_ChoixAgri;Choisir un agriculteur;Choose a farmer;Elegir un agricultor;Een landbouwer kiezen;Escolher um agriculor
TresoFrm;L_Definir;Definir;Define;Definir;Bepalen;Definir
TresoFrm;L_Standard;Standard;Standard;Estandar;Standaard;Padrao
TresoFrm;L_TresoAutre;Tresorerie Autre;Treasury Other;Otra Tesoreria;Cashflow Ander;Tesouraria outra
TresoFrm;L_TresoQuant;Tresorerie en Quantité;Treasury in Quantity;Tesoreria en Cantidad;Cashflow in Hoeveelheid;Tesouraria em quantidade
TresoFrm;L_TresoVal;Tresorerie en Valeur;Treasury in Value;Tesoreria en Valor;Cashflow in Waarde;Tesouraria em valor
//;;;;;;
//;;;;;;
//;;;;;;
//TroupeauFrm;;;;;;
TroupeauFrm;L_Recommencer;Recommencer;Redo;Repetir;Opnieuw doen;Repetir
//;;;;;;
//;;;;;;
//;;;;;;
//TVDicoFrm;;;;;;
//Programme; Variable; Français; English; Espanol; Nederlands; Portugues 
TVDicoFrm;L_Dico;Dictionnaire;Dictionary;Diccionario;Woordenboek;Dicionario
TVDicoFrm;L_Raf;Rafraichir;Refresh;Actualizar;Verversen;Atualizar
